uname='U+1F965', utitle='Кокос', ucode='🥥'
uname='U+1FAD0', utitle='Черника', ucode='🫐'
uname='U+1F353', utitle='Клубника', ucode='🍓'
uname='U+1F352', utitle='Вишня', ucode='🍒'
uname='U+1F96D', utitle='Манго', ucode='🥭'
uname='U+1F351', utitle='Персик', ucode='🍑'
uname='U+1F34B', utitle='Лимон', ucode='🍋'
uname='U+1F34A', utitle='Мандарин', ucode='🍊'
uname='U+1F349', utitle='Арбуз', ucode='🍉'
uname='U+1FAD2', utitle='Оливковая ветвь', ucode='🫒'
uname='U+1F34D', utitle='Ананас', ucode='🍍'
uname='U+1F348', utitle='Дыня', ucode='🍈'
uname='U+1F34E', utitle='Красное яблоко', ucode='🍎'
uname='U+1F347', utitle='Виноград', ucode='🍇'
uname='U+1F345', utitle='Помидор', ucode='🍅'
uname='U+1F34C', utitle='Банан', ucode='🍌'
uname='U+1F34F', utitle='Зеленое яблоко', ucode='🍏'
uname='U+1F350', utitle='Груша', ucode='🍐'
uname='U+1F9C4', utitle='Чеснок', ucode='🧄'
uname='U+1FAD1', utitle='Болгарский перец', ucode='🫑'
uname='U+1F95C', utitle='Арахис', ucode='🥜'
uname='U+1F330', utitle='Каштан', ucode='🌰'
uname='U+1F951', utitle='Авокадо', ucode='🥑'
uname='U+1F955', utitle='Морковь', ucode='🥕'
uname='U+1F9C5', utitle='Лук', ucode='🧅'
uname='U+1F954', utitle='Картофель', ucode='🥔'
uname='U+1F952', utitle='Огурец', ucode='🥒'
uname='U+1F96C', utitle='Зелень', ucode='🥬'
uname='U+1F336', utitle='Острый красный перец', ucode='🌶'
uname='U+1F966', utitle='Брокколи', ucode='🥦'
uname='U+1F346', utitle='Баклажан', ucode='🍆'
uname='U+1F344', utitle='Гриб', ucode='🍄'
uname='U+1F33D', utitle='Початок кукурузы', ucode='🌽'
uname='U+1F373', utitle='Приготовление пищи', ucode='🍳'
uname='U+1F9C8', utitle='Сливочное масло', ucode='🧈'
uname='U+1F9C7', utitle='Бельгийские вафли', ucode='🧇'
uname='U+1F372', utitle='Кастрюля с едой', ucode='🍲'
uname='U+1F9C6', utitle='Фалафель', ucode='🧆'
uname='U+1FAD3', utitle='Хлебная лепешка', ucode='🫓'
uname='U+1F32F', utitle='Буррито', ucode='🌯'
uname='U+1F32E', utitle='Тако', ucode='🌮'
uname='U+1F32D', utitle='Хот дог', ucode='🌭'
uname='U+1F9C0', utitle='Кусок сыра', ucode='🧀'
uname='U+1F9C2', utitle='Солонка', ucode='🧂'
uname='U+1FAD4', utitle='Тамале', ucode='🫔'
uname='U+1FAD5', utitle='Фондю', ucode='🫕'
uname='U+1F96F', utitle='Бублик', ucode='🥯'
uname='U+1F355', utitle='Кусочек пиццы', ucode='🍕'
uname='U+1F356', utitle='Мясо на кости', ucode='🍖'
uname='U+1F354', utitle='Гамбургер', ucode='🍔'
uname='U+1F96A', utitle='Сэндвич', ucode='🥪'
uname='U+1F96B', utitle='Консервы', ucode='🥫'
uname='U+1F357', utitle='Птичья ножка', ucode='🍗'
uname='U+1F37F', utitle='Попкорн', ucode='🍿'
uname='U+1F956', utitle='Багет', ucode='🥖'
uname='U+1F957', utitle='Зелёный салат', ucode='🥗'
uname='U+1F959', utitle='Фаршированная лепёшка', ucode='🥙'
uname='U+1F958', utitle='Запеканка', ucode='🥘'
uname='U+1F95E', utitle='Блины', ucode='🥞'
uname='U+1F95A', utitle='Яйцо', ucode='🥚'
uname='U+1F953', utitle='Бекон', ucode='🥓'
uname='U+1F35F', utitle='Картофель фри', ucode='🍟'
uname='U+1F35E', utitle='Хлеб', ucode='🍞'
uname='U+1F968', utitle='Крендель', ucode='🥨'
uname='U+1F969', utitle='Кусок мяса', ucode='🥩'
uname='U+1F950', utitle='Круассан', ucode='🥐'
uname='U+1F963', utitle='Миска с ложкой', ucode='🥣'
uname='U+1F961', utitle='Коробка для еды на вынос', ucode='🥡'
uname='U+1F35A', utitle='Вареный рис', ucode='🍚'
uname='U+1F359', utitle='Рисовые шарики', ucode='🍙'
uname='U+1F358', utitle='Рисовые крекеры', ucode='🍘'
uname='U+1F371', utitle='Упаковка для пикника', ucode='🍱'
uname='U+1F960', utitle='Печенье удачи', ucode='🥠'
uname='U+1F35B', utitle='Карри с рисом', ucode='🍛'
uname='U+1F360', utitle='Жареный сладкий картофель', ucode='🍠'
uname='U+1F96E', utitle='Юэбин', ucode='🥮'
uname='U+1F362', utitle='Оден', ucode='🍢'
uname='U+1F361', utitle='Данго', ucode='🍡'
uname='U+1F364', utitle='Жареные креветки', ucode='🍤'
uname='U+1F363', utitle='Суши', ucode='🍣'
uname='U+1F365', utitle='Рыбный пирог со спиралью', ucode='🍥'
uname='U+1F35D', utitle='Спагетти', ucode='🍝'
uname='U+1F35C', utitle='Чаша с горячим', ucode='🍜'
uname='U+1F95F', utitle='Чебурек', ucode='🥟'
uname='U+1F99E', utitle='Лобстер', ucode='🦞'
uname='U+1F9AA', utitle='Устрица', ucode='🦪'
uname='U+1F980', utitle='Краб', ucode='🦀'
uname='U+1F991', utitle='Кальмар', ucode='🦑'
uname='U+1F990', utitle='Креветка', ucode='🦐'
uname='U+1F36B', utitle='Шоколад', ucode='🍫'
uname='U+1F366', utitle='Лёгкое мороженое', ucode='🍦'
uname='U+1F367', utitle='Колотый лёд', ucode='🍧'
uname='U+1F36C', utitle='Конфеты', ucode='🍬'
uname='U+1F369', utitle='Пончик', ucode='🍩'
uname='U+1F36A', utitle='Печенье', ucode='🍪'
uname='U+1F368', utitle='Мороженое', ucode='🍨'
uname='U+1F36F', utitle='Горшок мёда', ucode='🍯'
uname='U+1F9C1', utitle='Кекс', ucode='🧁'
uname='U+1F36D', utitle='Леденец на палочке', ucode='🍭'
uname='U+1F967', utitle='Пирог', ucode='🥧'
uname='U+1F36E', utitle='Заварной крем', ucode='🍮'
uname='U+1F370', utitle='Слоёный торт', ucode='🍰'
uname='U+1F382', utitle='Торт на день рождения', ucode='🎂'
uname='U+1F943', utitle='Бокал виски', ucode='🥃'
uname='U+1F942', utitle='Чокающиеся бокалы', ucode='🥂'
uname='U+1F37A', utitle='Пивная кружка', ucode='🍺'
uname='U+1F9C9', utitle='Чай мате (матэ)', ucode='🧉'
uname='U+2615', utitle='Горячие напитки', ucode='☕'
uname='U+1F964', utitle='Стакан с соломинкой', ucode='🥤'
uname='U+1F9C3', utitle='Пакетик сока с трубочкой', ucode='🧃'
uname='U+1F37E', utitle='Бутылка с выскакивающей пробкой', ucode='🍾'
uname='U+1F95B', utitle='Стакан молока', ucode='🥛'
uname='U+1FAD6', utitle='Заварник', ucode='🫖'
uname='U+1F379', utitle='Тропический напиток', ucode='🍹'
uname='U+1F375', utitle='Чашка без ручки', ucode='🍵'
uname='U+1F37B', utitle='Звон пивных кружек', ucode='🍻'
uname='U+1F9CA', utitle='Кубик льда', ucode='🧊'
uname='U+1F37C', utitle='Детская бутылочка', ucode='🍼'
uname='U+1F9CB', utitle='Бабл ти (чай с шариками)', ucode='🧋'
uname='U+1F376', utitle='Бутылка сакэ и чашка', ucode='🍶'
uname='U+1F377', utitle='Бокал для вина', ucode='🍷'
uname='U+1F378', utitle='Бокал для коктейля', ucode='🍸'
uname='U+1F374', utitle='Вилка и нож', ucode='🍴'
uname='U+1F944', utitle='Ложка', ucode='🥄'
uname='U+1F52A', utitle='Японский кухонный нож', ucode='🔪'
uname='U+1F962', utitle='Палочки для еды', ucode='🥢'
uname='U+1F3FA', utitle='Амфора', ucode='🏺'
uname='U+1F37D', utitle='Тарелка, вилка и нож', ucode='🍽'
uname='U+1F30F', utitle='Глобус Земли - Азия и Австралия', ucode='🌏'
uname='U+1F9ED', utitle='Компас', ucode='🧭'
uname='U+1F30E', utitle='Глобус Земли - Америка', ucode='🌎'
uname='U+1F5FA', utitle='Карта мира', ucode='🗺'
uname='U+1F5FE', utitle='Силуэт Японии', ucode='🗾'
uname='U+1F30D', utitle='Глобус Земли - Европа и Африка', ucode='🌍'
uname='U+1F310', utitle='Глобус с меридианами', ucode='🌐'
uname='U+1F3DC', utitle='Пустыня', ucode='🏜'
uname='U+1F30B', utitle='Вулкан', ucode='🌋'
uname='U+1F3D6', utitle='Зонт на пляже', ucode='🏖'
uname='U+1F3DD', utitle='Необитаемый остров', ucode='🏝'
uname='U+1F5FB', utitle='Гора Фудзи', ucode='🗻'
uname='U+1F3D4', utitle='Гора, покрытая снегом', ucode='🏔'
uname='U+26F0', utitle='Гора', ucode='⛰'
uname='U+1F3DE', utitle='Национальный парк', ucode='🏞'
uname='U+1F3D5', utitle='Кемпинг (туристический лагерь)', ucode='🏕'
uname='U+1F5FD', utitle='Статуя свободы', ucode='🗽'
uname='U+1F3ED', utitle='Завод', ucode='🏭'
uname='U+1F3EC', utitle='Универмаг', ucode='🏬'
uname='U+1F3E6', utitle='Банк', ucode='🏦'
uname='U+1F3E5', utitle='Больница', ucode='🏥'
uname='U+1F5FC', utitle='Башня Токио', ucode='🗼'
uname='U+1F3E9', utitle='Отель для влюблённых', ucode='🏩'
uname='U+1F3EA', utitle='Круглосуточный магазин', ucode='🏪'
uname='U+1F3EB', utitle='Школа', ucode='🏫'
uname='U+1F3D8', utitle='Дома', ucode='🏘'
uname='U+1F3DA', utitle='Покинутый дом', ucode='🏚'
uname='U+1F3DB', utitle='Классическое здание (античное)', ucode='🏛'
uname='U+1F3E4', utitle='Европейское почтовое отделение', ucode='🏤'
uname='U+1F3DF', utitle='Стадион', ucode='🏟'
uname='U+1F3D7', utitle='Строительство здания', ucode='🏗'
uname='U+1F492', utitle='Свадьба', ucode='💒'
uname='U+1F3E8', utitle='Гостиница', ucode='🏨'
uname='U+1F3E2', utitle='Офисное здание', ucode='🏢'
uname='U+1F3E1', utitle='Дом с садом', ucode='🏡'
uname='U+1FAA8', utitle='Камень', ucode='🪨'
uname='U+1F3E0', utitle='Дом', ucode='🏠'
uname='U+1F3E3', utitle='Японское почтовое отделение', ucode='🏣'
uname='U+1F3F0', utitle='Европейский замок', ucode='🏰'
uname='U+1F9F1', utitle='Кирпич', ucode='🧱'
uname='U+1F3EF', utitle='Японский замок', ucode='🏯'
uname='U+1FAB5', utitle='Полено', ucode='🪵'
uname='U+1F6D6', utitle='Хижина', ucode='🛖'
uname='U+1F54C', utitle='Мечеть', ucode='🕌'
uname='U+1F54B', utitle='Кааба', ucode='🕋'
uname='U+1F54D', utitle='Синагога', ucode='🕍'
uname='U+26EA', utitle='Церковь', ucode='⛪'
uname='U+26E9', utitle='Синтоистский храм', ucode='⛩'
uname='U+1F6D5', utitle='Индуистский храм (мандир)', ucode='🛕'
uname='U+1F3A1', utitle='Колесо обозрения', ucode='🎡'
uname='U+26FA', utitle='Палатка', ucode='⛺'
uname='U+1F3A2', utitle='Американские горки', ucode='🎢'
uname='U+1F488', utitle='Цирюльник', ucode='💈'
uname='U+1F307', utitle='Закат над домами', ucode='🌇'
uname='U+1F309', utitle='Мост ночью', ucode='🌉'
uname='U+1F305', utitle='Восход', ucode='🌅'
uname='U+1F306', utitle='Город в сумерках', ucode='🌆'
uname='U+1F303', utitle='Звёздная ночь', ucode='🌃'
uname='U+1F304', utitle='Восход над горами', ucode='🌄'
uname='U+2668', utitle='Горячие источники', ucode='♨'
uname='U+1F3AA', utitle='Цирк-шапито', ucode='🎪'
uname='U+1F301', utitle='Туманно', ucode='🌁'
uname='U+1F3D9', utitle='Город', ucode='🏙'
uname='U+1F3A0', utitle='Лошадь с карусели', ucode='🎠'
uname='U+26F2', utitle='Фонтан', ucode='⛲'
uname='U+1F6A7', utitle='Предупреждающие огни', ucode='🚧'
uname='U+1F6A5', utitle='Горизонтальный светофор', ucode='🚥'
uname='U+1F683', utitle='Вагон', ucode='🚃'
uname='U+1F698', utitle='Приближающийся автомобиль', ucode='🚘'
uname='U+1F6B2', utitle='Велосипед', ucode='🚲'
uname='U+1F688', utitle='Монорельс', ucode='🚈'
uname='U+1F687', utitle='Метро', ucode='🚇'
uname='U+1F686', utitle='Поезд', ucode='🚆'
uname='U+1F685', utitle='Высокоскоростной поезд с закруглённым носом', ucode='🚅'
uname='U+1F684', utitle='Высокоскоростной поезд', ucode='🚄'
uname='U+1F6E2', utitle='Бочка нефти', ucode='🛢'
uname='U+1F69A', utitle='Грузовик доставки', ucode='🚚'
uname='U+1F69C', utitle='Трактор', ucode='🚜'
uname='U+1F689', utitle='Станция', ucode='🚉'
uname='U+1F682', utitle='Паровоз', ucode='🚂'
uname='U+1F697', utitle='Автомобиль', ucode='🚗'
uname='U+1F68A', utitle='Трамвай', ucode='🚊'
uname='U+1F699', utitle='Развлекательный автомобиль', ucode='🚙'
uname='U+1F68B', utitle='Вагон трамвая', ucode='🚋'
uname='U+1F69B', utitle='Автопоезд', ucode='🚛'
uname='U+1F68C', utitle='Автобус', ucode='🚌'
uname='U+1F69D', utitle='Монорельс', ucode='🚝'
uname='U+1F68D', utitle='Приближающийся автобус', ucode='🚍'
uname='U+1F68E', utitle='Троллейбус', ucode='🚎'
uname='U+1F68F', utitle='Остановка автобуса', ucode='🚏'
uname='U+1F6D1', utitle='Восьмиугольный знак', ucode='🛑'
uname='U+1F690', utitle='Маршрутка', ucode='🚐'
uname='U+1F6E3', utitle='Автомагистраль', ucode='🛣'
uname='U+1F691', utitle='Скорая помощь', ucode='🚑'
uname='U+1F6A6', utitle='Вертикальный светофор', ucode='🚦'
uname='U+1F692', utitle='Пожарная машина', ucode='🚒'
uname='U+1F6A8', utitle='Полицейская мигалка', ucode='🚨'
uname='U+1F693', utitle='Полицейская машина', ucode='🚓'
uname='U+1F3CE', utitle='Гоночная машина', ucode='🏎'
uname='U+1F694', utitle='Приближающаяся полицейская машина', ucode='🚔'
uname='U+1F3CD', utitle='Гоночный мотоцикл', ucode='🏍'
uname='U+1F695', utitle='Такси', ucode='🚕'
uname='U+26FD', utitle='Бензоколонка', ucode='⛽'
uname='U+1F696', utitle='Приближающееся такси', ucode='🚖'
uname='U+1F6F4', utitle='Самокат', ucode='🛴'
uname='U+1F69E', utitle='Горная железная дорога', ucode='🚞'
uname='U+1F6F9', utitle='Скейтборд', ucode='🛹'
uname='U+1F6E4', utitle='Рельсы', ucode='🛤'
uname='U+1F6FB', utitle='Пикап', ucode='🛻'
uname='U+1F6FA', utitle='Моторикша', ucode='🛺'
uname='U+1F6F5', utitle='Скутер', ucode='🛵'
uname='U+1F6FC', utitle='Роликовые коньки в ретро стиле', ucode='🛼'
uname='U+1F9BC', utitle='Кресло-коляска с электроприводом', ucode='🦼'
uname='U+1F9BD', utitle='Кресло-коляска с ручным приводом', ucode='🦽'
uname='U+1F6A4', utitle='Катер', ucode='🚤'
uname='U+1F6A2', utitle='Корабль', ucode='🚢'
uname='U+26F5', utitle='Парусное судно', ucode='⛵'
uname='U+2693', utitle='Якорь', ucode='⚓'
uname='U+1F6F3', utitle='Пассажирское судно', ucode='🛳'
uname='U+1F6F6', utitle='Каноэ', ucode='🛶'
uname='U+26F4', utitle='Паром', ucode='⛴'
uname='U+1F6E5', utitle='Катер', ucode='🛥'
uname='U+1F6E9', utitle='Маленький самолёт', ucode='🛩'
uname='U+1F6A1', utitle='Канатная дорога', ucode='🚡'
uname='U+1F6EB', utitle='Взлетающий самолёт', ucode='🛫'
uname='U+1F680', utitle='Ракета', ucode='🚀'
uname='U+1F681', utitle='Вертолёт', ucode='🚁'
uname='U+1F6F0', utitle='Спутник', ucode='🛰'
uname='U+2708', utitle='Самолёт', ucode='✈'
uname='U+1F69F', utitle='Подвесная железная дорога', ucode='🚟'
uname='U+1F6EC', utitle='Садящийся самолёт', ucode='🛬'
uname='U+1F6F8', utitle='Неопознанный летающий объект', ucode='🛸'
uname='U+1F6A0', utitle='Горная канатная дорога', ucode='🚠'
uname='U+1FA82', utitle='Парашют', ucode='🪂'
uname='U+1F4BA', utitle='Сиденье', ucode='💺'
uname='U+1F9F3', utitle='Багаж', ucode='🧳'
uname='U+1F6CE', utitle='Колокольчик для вызова коридорного', ucode='🛎'
uname='U+23F1', utitle='Секундомер', ucode='⏱'
uname='U+231B', utitle='Песочные часы', ucode='⌛'
uname='U+23F0', utitle='Будильник', ucode='⏰'
uname='U+231A', utitle='Часы', ucode='⌚'
uname='U+23F2', utitle='Таймер', ucode='⏲'
uname='U+1F567', utitle='Время полпервого', ucode='🕧'
uname='U+1F566', utitle='Время полдвенадцатого', ucode='🕦'
uname='U+1F554', utitle='Пять часов', ucode='🕔'
uname='U+1F564', utitle='Время полдесятого', ucode='🕤'
uname='U+23F3', utitle='Песочные часы в процессе работы', ucode='⏳'
uname='U+1F565', utitle='Время полодиннадцатого', ucode='🕥'
uname='U+1F562', utitle='Время полвосьмого', ucode='🕢'
uname='U+1F563', utitle='Время полдевятого', ucode='🕣'
uname='U+1F560', utitle='Время полшестого', ucode='🕠'
uname='U+1F561', utitle='Время полседьмого', ucode='🕡'
uname='U+1F55E', utitle='Время полчетвёртого', ucode='🕞'
uname='U+1F55F', utitle='Время полпятого', ucode='🕟'
uname='U+1F55C', utitle='Время полвторого', ucode='🕜'
uname='U+1F55D', utitle='Время полтретьего', ucode='🕝'
uname='U+1F555', utitle='Шесть часов', ucode='🕕'
uname='U+1F553', utitle='Четыре часа', ucode='🕓'
uname='U+1F55A', utitle='Одиннадцать часов', ucode='🕚'
uname='U+1F570', utitle='Каминные часы', ucode='🕰'
uname='U+1F558', utitle='Девять часов', ucode='🕘'
uname='U+1F559', utitle='Десять часов', ucode='🕙'
uname='U+1F556', utitle='Семь часов', ucode='🕖'
uname='U+1F557', utitle='Восемь часов', ucode='🕗'
uname='U+1F55B', utitle='Двенадцать часов', ucode='🕛'
uname='U+1F552', utitle='Три часа', ucode='🕒'
uname='U+1F551', utitle='Два часа', ucode='🕑'
uname='U+1F550', utitle='Один час', ucode='🕐'
uname='U+26A1', utitle='Знак высокое напряжение', ucode='⚡'
uname='U+1F525', utitle='Огонь', ucode='🔥'
uname='U+1F30A', utitle='Волна', ucode='🌊'
uname='U+1F311', utitle='Новолуние', ucode='🌑'
uname='U+2B50', utitle='Белая средняя звезда', ucode='⭐'
uname='U+1F302', utitle='Закрытый зонт', ucode='🌂'
uname='U+2602', utitle='Зонтик', ucode='☂'
uname='U+2614', utitle='Зонтик с каплями дождя', ucode='☔'
uname='U+1F4A7', utitle='Падающая капля', ucode='💧'
uname='U+1F312', utitle='Растущий полумесяц', ucode='🌒'
uname='U+2603', utitle='Снеговик', ucode='☃'
uname='U+1F300', utitle='Циклон', ucode='🌀'
uname='U+26C4', utitle='Снеговик без снега', ucode='⛄'
uname='U+1F308', utitle='Радуга', ucode='🌈'
uname='U+26C5', utitle='Солнце за облаками', ucode='⛅'
uname='U+1F30C', utitle='Млечный путь', ucode='🌌'
uname='U+2601', utitle='Облако', ucode='☁'
uname='U+2600', utitle='Закрашенное солнце с лучами', ucode='☀'
uname='U+1FA90', utitle='Планета с кольцами', ucode='🪐'
uname='U+2604', utitle='Комета', ucode='☄'
uname='U+1F320', utitle='Падающая звезда', ucode='🌠'
uname='U+1F313', utitle='Первая четверть луны', ucode='🌓'
uname='U+1F327', utitle='Туча с дождём', ucode='🌧'
uname='U+1F31F', utitle='Светящаяся звезда', ucode='🌟'
uname='U+1F32B', utitle='Туман', ucode='🌫'
uname='U+1F319', utitle='Полумесяц', ucode='🌙'
uname='U+1F31A', utitle='Новая луна с лицом', ucode='🌚'
uname='U+26F1', utitle='Зонтик на земле', ucode='⛱'
uname='U+1F31D', utitle='Полная луна с лицом', ucode='🌝'
uname='U+1F328', utitle='Туча со снегом', ucode='🌨'
uname='U+26C8', utitle='Грозовая туча с дождем', ucode='⛈'
uname='U+2744', utitle='Снежинка', ucode='❄'
uname='U+1F314', utitle='Почти полная растущая луна', ucode='🌔'
uname='U+1F325', utitle='Белое солнце за тучами', ucode='🌥'
uname='U+1F32A', utitle='Туча с торнадо', ucode='🌪'
uname='U+1F329', utitle='Туча с молнией', ucode='🌩'
uname='U+1F326', utitle='Белое солнце за тучами с дождём', ucode='🌦'
uname='U+1F324', utitle='Белое солнце и небольшое облачко', ucode='🌤'
uname='U+1F315', utitle='Полная луна', ucode='🌕'
uname='U+1F321', utitle='Термометр', ucode='🌡'
uname='U+1F316', utitle='Луна, начинающая убывать', ucode='🌖'
uname='U+1F32C', utitle='Ветер в виде дующего лица', ucode='🌬'
uname='U+1F317', utitle='Последняя четверть луны', ucode='🌗'
uname='U+1F31E', utitle='Солнце с лицом', ucode='🌞'
uname='U+1F318', utitle='Убывающий полумесяц', ucode='🌘'
uname='U+1F31B', utitle='Первая четверть луны с лицом', ucode='🌛'
uname='U+1F31C', utitle='Последняя четверть луны с лицом', ucode='🌜'
uname='U+1F386', utitle='Фейерверк', ucode='🎆'
uname='U+1F381', utitle='Завёрнутый подарок', ucode='🎁'
uname='U+1F383', utitle='Тыква на Хэллоуин (светильник Джека)', ucode='🎃'
uname='U+2728', utitle='Искры', ucode='✨'
uname='U+1F387', utitle='Бенгальские огни', ucode='🎇'
uname='U+1F380', utitle='Ленточка', ucode='🎀'
uname='U+1F389', utitle='Хлопушка', ucode='🎉'
uname='U+1F39F', utitle='Входные билеты', ucode='🎟'
uname='U+1F388', utitle='Воздушный шарик', ucode='🎈'
uname='U+1F38B', utitle='Танабата', ucode='🎋'
uname='U+1F38A', utitle='Конфетти', ucode='🎊'
uname='U+1F397', utitle='Ленточка памяти', ucode='🎗'
uname='U+1F3AB', utitle='Билет', ucode='🎫'
uname='U+1F391', utitle='Церемония почитания луны (Отцукими)', ucode='🎑'
uname='U+1F38D', utitle='Сосна у входа (японское украшение кадомацу)', ucode='🎍'
uname='U+1F38F', utitle='Коинобори (японское украшение в виде карпа)', ucode='🎏'
uname='U+1F9E7', utitle='Красный подарочный конверт', ucode='🧧'
uname='U+1F38E', utitle='Японские куклы', ucode='🎎'
uname='U+1F390', utitle='Ветряной колокольчик', ucode='🎐'
uname='U+1F384', utitle='Рождественская елка', ucode='🎄'
uname='U+1F9E8', utitle='Петарда', ucode='🧨'
uname='U+1F3C6', utitle='Кубок (трофей)', ucode='🏆'
uname='U+1F396', utitle='Военная медаль', ucode='🎖'
uname='U+1F3C5', utitle='Спортивная медаль', ucode='🏅'
uname='U+1F947', utitle='Золотая медаль', ucode='🥇'
uname='U+1F949', utitle='Бронзовая медаль', ucode='🥉'
uname='U+1F948', utitle='Серебряная медаль', ucode='🥈'
uname='U+1F93F', utitle='Маска для ныряния', ucode='🤿'
uname='U+1F94C', utitle='Камень для кёрлинга', ucode='🥌'
uname='U+1F3C0', utitle='Баскетбольное кольцо и мяч', ucode='🏀'
uname='U+1F3D3', utitle='Ракетка и шарик для настольного тенниса', ucode='🏓'
uname='U+1F3A3', utitle='Рыба на удочке', ucode='🎣'
uname='U+1F3D1', utitle='Клюшка и мяч для хоккея на траве', ucode='🏑'
uname='U+1F3D0', utitle='Волейбольный мяч', ucode='🏐'
uname='U+1F3BD', utitle='Майка для бега, украшенная лентой', ucode='🎽'
uname='U+1F3BE', utitle='Теннисные ракетки и мяч', ucode='🎾'
uname='U+1F3BF', utitle='Лыжи и лыжные ботинки', ucode='🎿'
uname='U+26BD', utitle='Футбольный мяч', ucode='⚽'
uname='U+1F3D2', utitle='Клюшка и шайба для хоккея на льду', ucode='🏒'
uname='U+1F94E', utitle='Мяч для софтбола', ucode='🥎'
uname='U+26F8', utitle='Конёк', ucode='⛸'
uname='U+1F94F', utitle='Летающий диск', ucode='🥏'
uname='U+26BE', utitle='Мяч для бейсбола', ucode='⚾'
uname='U+1F94A', utitle='Боксёрская перчатка', ucode='🥊'
uname='U+1F94D', utitle='Клюшка и мяч для лакросса', ucode='🥍'
uname='U+1F3C8', utitle='Мяч для американского футбола', ucode='🏈'
uname='U+1F94B', utitle='Кимоно', ucode='🥋'
uname='U+1F3CF', utitle='Бита и мяч для крикета', ucode='🏏'
uname='U+1F945', utitle='Сетка ворот', ucode='🥅'
uname='U+1F3C9', utitle='Мяч для регби', ucode='🏉'
uname='U+1F3B3', utitle='Боулинг', ucode='🎳'
uname='U+26F3', utitle='Флаг в воронке', ucode='⛳'
uname='U+1F6F7', utitle='Санки', ucode='🛷'
uname='U+1F3F8', utitle='Ракетка и воланчик для бадминтона', ucode='🏸'
uname='U+2663', utitle='Трефы закрашенные', ucode='♣'
uname='U+2665', utitle='Черви закрашенные', ucode='♥'
uname='U+2666', utitle='Бубны закрашенные', ucode='♦'
uname='U+1F579', utitle='Джойстик', ucode='🕹'
uname='U+2660', utitle='Пики закрашенные', ucode='♠'
uname='U+265F', utitle='Шахматная фигура черная пешка', ucode='♟'
uname='U+1F52E', utitle='Хрустальный шар', ucode='🔮'
uname='U+1F9E9', utitle='Часть пазла', ucode='🧩'
uname='U+1F0CF', utitle='Игральная карта чёрный джокер', ucode='🃏'
uname='U+1F3B4', utitle='Цветочные карты', ucode='🎴'
uname='U+1F004', utitle='Маджонг - красный дракон', ucode='🀄'
uname='U+1F3B1', utitle='Биллиардный шар', ucode='🎱'
uname='U+1F3B2', utitle='Игральная кость', ucode='🎲'
uname='U+1F3B0', utitle='Слот-машина (игральный автомат)', ucode='🎰'
uname='U+1FA86', utitle='Матрешка', ucode='🪆'
uname='U+1FA85', utitle='Пиньята', ucode='🪅'
uname='U+1F3AE', utitle='Видеоигры', ucode='🎮'
uname='U+1FA81', utitle='Воздушный змей', ucode='🪁'
uname='U+1FA84', utitle='Волшебная палочка фокусника', ucode='🪄'
uname='U+1FA80', utitle='Йо-йо', ucode='🪀'
uname='U+1F9FF', utitle='Назар (амулет)', ucode='🧿'
uname='U+1F9F8', utitle='Плюшевый мишка', ucode='🧸'
uname='U+1F3AF', utitle='Точный бросок', ucode='🎯'
uname='U+1F3A8', utitle='Палитра художника', ucode='🎨'
uname='U+1FAA2', utitle='Морской узел', ucode='🪢'
uname='U+1F9F5', utitle='Катушка ниток', ucode='🧵'
uname='U+1F5BC', utitle='Картина в раме', ucode='🖼'
uname='U+1F9F6', utitle='Клубок пряжи', ucode='🧶'
uname='U+1F3AD', utitle='Актёрское искусство (театральные маски)', ucode='🎭'
uname='U+1FAA1', utitle='Швейная иголка', ucode='🪡'
uname='U+1F393', utitle='Выпускная шапочка', ucode='🎓'
uname='U+1F457', utitle='Платье', ucode='👗'
uname='U+1F459', utitle='Бикини', ucode='👙'
uname='U+1F45B', utitle='Кошелёк', ucode='👛'
uname='U+1F9E2', utitle='Бейсбольная кепка', ucode='🧢'
uname='U+26D1', utitle='Шлем с белым крестом', ucode='⛑'
uname='U+1F45E', utitle='Мужская обувь', ucode='👞'
uname='U+1F45F', utitle='Спортивная обувь', ucode='👟'
uname='U+1F45D', utitle='Сумка', ucode='👝'
uname='U+1F45C', utitle='Дамская сумочка', ucode='👜'
uname='U+1F9BA', utitle='Светоотражающий жилет', ucode='🦺'
uname='U+1FA96', utitle='Военный шлем', ucode='🪖'
uname='U+1F9E3', utitle='Шарф', ucode='🧣'
uname='U+1F455', utitle='Футболка', ucode='👕'
uname='U+1F461', utitle='Женская сандалия', ucode='👡'
uname='U+1F451', utitle='Корона', ucode='👑'
uname='U+1F484', utitle='Губная помада', ucode='💄'
uname='U+1F9E4', utitle='Перчатки', ucode='🧤'
uname='U+1F45A', utitle='Женский костюм', ucode='👚'
uname='U+1F462', utitle='Женские сапоги', ucode='👢'
uname='U+1F48D', utitle='Кольцо', ucode='💍'
uname='U+1F9E5', utitle='Пальто', ucode='🧥'
uname='U+1F458', utitle='Кимоно', ucode='👘'
uname='U+1F48E', utitle='Драгоценный камень', ucode='💎'
uname='U+1F9E6', utitle='Носки', ucode='🧦'
uname='U+1F576', utitle='Солнцезащитные очки', ucode='🕶'
uname='U+1F453', utitle='Очки', ucode='👓'
